id,birth_year,gender,industry,ind_detail,occupation,occ_detail,org_size,occupation_1,household,tenure,location,time_ly,org_encouraged,org_prepared,org_common,permission,collaboration,recommend,pref_time_ly,time_3m,time_3m_1,time_3m_2,time_3m_3,time_3m_4,time_3m_5,time_3m_6,pref_time_3m,pref_time_future,org_encourage_future,org_support_future,choice_future,productivity,commute_time,work_time,family_time,caring_time,commute_time_1,work_time_1,family_time_1,caring_time_1,best_aspect,worst_aspect,best_aspect_1,worst_aspect_1,best_aspect_2,worst_aspect_2,best_aspect_3,worst_aspect_3,best_aspect_4,worst_aspect_4,best_aspect_5,worst_aspect_5,major_barrier1,major_barrier2,major_barrier3,minor_barrier1,minor_barrier2,minor_barrier3,age
1144,1995,male,"professional, scientific and technical services",computer system design and related services,community and personal service,carers and aides,between 20 and 199,no,couple with no dependent children,between 6 and 12 months,regional,30%,3.0,4.0,5.0,2.0,4.0,5.0,10%,50% - i spent about half of my time remote working,3.0,3.0,4.0,2.0,4.0,3.0,50% - about half of my time,10%,4,2,3,i 10% less productive when working remotely,0.3,4.0,3.0,2.0,4.0,7.0,7.0,6.0,my working relationships,my on-the-job learning opportunities,managing my family responsibilities,preparing for work and commuting,my personal relationships,preparing for work and commuting,my mental wellbeing,my opportunities to socialise,my on-the-job learning opportunities,my job satisfaction,my personal relationships,my opportunities to socialise,feeling left out and/or isolated,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",connectivity (internet connection),cyber security,poor management,25
1145,2000,female,other services,personal and other services,technicians and trades,"engineering, ict and science technicians",between 20 and 199,no,couple with dependent children,between 6 and 12 months,metro,100% - i spent all of my time remote working,3.0,2.0,3.0,3.0,3.0,3.0,100% - all of my time,100% - i spent all of my time remote working,3.0,2.0,3.0,3.0,3.0,2.0,100% - all of my time,100% - all of my time,3,3,4,my productivity is about same when i work remotely,3.0,5.0,5.0,3.0,0.0,6.0,5.0,4.0,my working relationships,the number of hours  i work,my working relationships,my mental wellbeing,my daily expenses,my job satisfaction,my work-life balance,my mental wellbeing,my daily expenses,my job satisfaction,my daily expenses,my mental wellbeing,"it equipment (computer, printer, etc.)",poor management,poor management,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),20
1146,1969,female,financial and insurance services,finance,clerical and administrative,other clerical and administrative,more than 200,no,couple with no dependent children,more than 5 years,regional,rarely or never,,,,,,,10%,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,4.0,4.0,100% - all of my time,50% - about half of my time,4,4,4,i 30% more productive when working remotely,3.5,10.0,3.0,1.0,0.5,10.0,3.0,2.5,preparing for work and commuting,the number of hours  i work,preparing for work and commuting,my working relationships,preparing for work and commuting,my working relationships,managing my personal commitments,my opportunities to socialise,my daily expenses,my on-the-job learning opportunities,managing my personal commitments,my opportunities to socialise,feeling left out and/or isolated,feeling left out and/or isolated,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",caring responsibilities,poor management,poor management,51
1147,1968,male,public administration and safety,"public order, safety and regulatory services",professionals,"design, engineering, science and transport professionals",more than 200,no,couple with dependent children,between 1 and 5 years,metro,20%,4.0,4.0,4.0,4.0,5.0,3.0,20%,50% - i spent about half of my time remote working,4.0,5.0,5.0,5.0,5.0,3.0,40%,30%,3,3,4,i 10% less productive when working remotely,1.2,8.0,4.0,3.0,0.0,8.5,4.0,3.0,my work-life balance,managing my family responsibilities,preparing for work and commuting,my mental wellbeing,my daily expenses,my personal relationships,my work-life balance,my mental wellbeing,my work-life balance,the number of hours  i work,my daily expenses,my mental wellbeing,"it equipment (computer, printer, etc.)",lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,52
1148,1963,male,"rental, hiring and real estate services",property operators and real estate services,managers,specialist managers,between 20 and 199,yes,couple with dependent children,more than 5 years,metro,rarely or never,,,,,,,i would not have preferred to work remotely,40%,4.0,3.0,4.0,4.0,2.0,2.0,i would not have preferred to work remotely,i would prefer not to work remotely,3,2,3,i 10% less productive when working remotely,0.5,8.0,3.0,2.0,0.5,8.0,3.0,2.0,preparing for work and commuting,my working relationships,preparing for work and commuting,my working relationships,preparing for work and commuting,my working relationships,my work-life balance,my opportunities to socialise,my work-life balance,my job satisfaction,my personal relationships,my job satisfaction,difficulty collaborating remotely,connectivity (internet connection),"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",poor management,poor management,feeling left out and/or isolated,57
1149,1977,male,construction,construction services,managers,specialist managers,more than 200,yes,couple with dependent children,between 6 and 12 months,metro,80%,3.0,5.0,3.0,3.0,4.0,4.0,less than 10% of my time,80%,3.0,4.0,3.0,3.0,4.0,3.0,80%,50% - about half of my time,4,4,4,i 20% more productive when working remotely,0.5,5.0,1.0,1.0,0.5,5.0,2.0,1.0,my work-life balance,my on-the-job learning opportunities,managing my family responsibilities,my working relationships,managing my family responsibilities,my working relationships,my work-life balance,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,my mental wellbeing,my personal relationships,"it equipment (computer, printer, etc.)",connectivity (internet connection),connectivity (internet connection),difficulty collaborating remotely,lack of motivation,i have tasks that can't be done remotely,43
1150,1956,female,financial and insurance services,finance,professionals,"legal, social and welfare professionals",i am the only employee,no,couple with no dependent children,between 1 and 5 years,metro,100% - i spent all of my time remote working,3.0,5.0,5.0,3.0,3.0,5.0,100% - all of my time,100% - i spent all of my time remote working,3.0,5.0,5.0,3.0,3.0,5.0,100% - all of my time,i would prefer not to work remotely,3,3,3,i 50% more productive when working remotely (or more),0.0,0.0,0.0,0.0,0.0,5.0,5.0,7.0,my work-life balance,the number of hours  i work,preparing for work and commuting,my working relationships,preparing for work and commuting,my job satisfaction,my work-life balance,my opportunities to socialise,my work-life balance,the number of hours  i work,managing my personal commitments,my opportunities to socialise,difficulty collaborating remotely,cyber security,my organisation's software and systems,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,64
1151,1975,female,manufacturing,petroleum and coal product manufacturing,community and personal service,protective service,between 5 and 19,yes,couple with dependent children,more than 5 years,metro,40%,5.0,5.0,4.0,5.0,4.0,4.0,30%,40%,5.0,4.0,4.0,4.0,4.0,4.0,40%,60%,4,3,3,i 10% more productive when working remotely,3.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,my work-life balance,the number of hours  i work,my mental wellbeing,my working relationships,my personal relationships,my working relationships,my opportunities to socialise,my mental wellbeing,my daily expenses,my personal relationships,my opportunities to socialise,my mental wellbeing,difficulty collaborating remotely,feeling left out and/or isolated,i have tasks that can't be done remotely,caring responsibilities,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",45
1152,1985,male,manufacturing,petroleum and coal product manufacturing,professionals,"business, human resource and marketing professionals",more than 200,yes,single person,more than 5 years,metro,50% - i spent about half of my time remote working,4.0,3.0,3.0,4.0,4.0,5.0,50% - about half of my time,70%,4.0,3.0,5.0,4.0,4.0,3.0,40%,80%,3,4,4,i 20% more productive when working remotely,1.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,preparing for work and commuting,the number of hours  i work,managing my personal commitments,my opportunities to socialise,preparing for work and commuting,my daily expenses,managing my personal commitments,my on-the-job learning opportunities,my daily expenses,my on-the-job learning opportunities,my mental wellbeing,my daily expenses,connectivity (internet connection),poor management,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)","it equipment (computer, printer, etc.)",cyber security,connectivity (internet connection),35
1153,1993,female,administrative and support services,administrative services,managers,specialist managers,between 20 and 199,yes,couple with dependent children,between 6 and 12 months,regional,70%,3.0,4.0,4.0,4.0,4.0,4.0,100% - all of my time,60%,4.0,5.0,5.0,3.0,5.0,4.0,50% - about half of my time,100% - all of my time,5,4,5,i 50% more productive when working remotely (or more),2.0,2.0,5.0,5.0,0.0,6.0,5.0,5.0,my work-life balance,my on-the-job learning opportunities,managing my personal commitments,my opportunities to socialise,my job satisfaction,my daily expenses,managing my personal commitments,the number of hours  i work,my work-life balance,my personal relationships,managing my personal commitments,my job satisfaction,poor management,feeling left out and/or isolated,poor management,"it equipment (computer, printer, etc.)",cyber security,my organisation's software and systems,27
1154,1956,female,education and training,"adult, community and other education",professionals,education professionals,between 5 and 19,yes,couple with no dependent children,more than 5 years,regional,less than 10% of my time,1.0,3.0,1.0,4.0,2.0,2.0,less than 10% of my time,less than 10% of my time,1.0,2.0,1.0,4.0,2.0,2.0,less than 10% of my time,less than 10% of my time,1,2,1,i 50% less productive when working remotely (or less),1.0,3.0,6.0,5.0,1.0,3.0,6.0,5.0,the number of hours  i work,my on-the-job learning opportunities,preparing for work and commuting,my opportunities to socialise,my job satisfaction,my daily expenses,the number of hours  i work,my opportunities to socialise,the number of hours  i work,my daily expenses,my job satisfaction,my daily expenses,poor management,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)","it equipment (computer, printer, etc.)",cyber security,connectivity (internet connection),64
1155,1962,male,"professional, scientific and technical services",computer system design and related services,professionals,ict professionals,between 5 and 19,yes,couple with no dependent children,more than 5 years,metro,less than 10% of my time,2.0,5.0,2.0,4.0,4.0,5.0,100% - all of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,4.0,5.0,100% - all of my time,100% - all of my time,4,2,5,i 20% more productive when working remotely,3.0,9.0,3.0,1.0,0.0,11.0,3.0,2.0,my work-life balance,the number of hours  i work,managing my family responsibilities,preparing for work and commuting,my personal relationships,my daily expenses,my work-life balance,the number of hours  i work,my personal relationships,the number of hours  i work,my personal relationships,my opportunities to socialise,difficulty collaborating remotely,poor management,poor management,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),58
1156,1983,male,retail trade,fuel retailing,technicians and trades,construction trades,between 5 and 19,yes,one  parent family with dependent children,between 6 and 12 months,metro,50% - i spent about half of my time remote working,4.0,3.0,4.0,4.0,3.0,5.0,50% - about half of my time,50% - i spent about half of my time remote working,4.0,3.0,3.0,4.0,3.0,4.0,50% - about half of my time,50% - about half of my time,3,4,5,i 30% more productive when working remotely,1.0,8.0,7.0,8.0,1.0,8.0,5.0,10.0,my working relationships,managing my family responsibilities,preparing for work and commuting,my working relationships,my personal relationships,managing my family responsibilities,my work-life balance,the number of hours  i work,my on-the-job learning opportunities,my daily expenses,my opportunities to socialise,my mental wellbeing,feeling left out and/or isolated,connectivity (internet connection),"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",poor management,lack of motivation,connectivity (internet connection),37
1157,1963,male,retail trade,other store-based retailing,sales,sales representatives and agents,more than 200,no,couple with no dependent children,more than 5 years,metro,20%,5.0,5.0,5.0,5.0,5.0,3.0,20%,20%,5.0,5.0,5.0,5.0,5.0,3.0,20%,20%,4,5,3,my productivity is about same when i work remotely,3.0,7.6,5.0,3.0,1.0,8.0,5.0,3.0,my on-the-job learning opportunities,the number of hours  i work,preparing for work and commuting,managing my personal commitments,preparing for work and commuting,my personal relationships,my on-the-job learning opportunities,my mental wellbeing,my on-the-job learning opportunities,my work-life balance,my daily expenses,my mental wellbeing,connectivity (internet connection),connectivity (internet connection),i have tasks that can't be done remotely,caring responsibilities,poor management,poor management,57
1158,2000,male,education and training,preschool and school education,professionals,education professionals,between 5 and 19,no,single person,between 1 and 5 years,metro,50% - i spent about half of my time remote working,4.0,5.0,5.0,3.0,4.0,3.0,30%,80%,5.0,5.0,5.0,4.0,5.0,3.0,40%,30%,5,5,4,i 20% more productive when working remotely,1.0,9.0,2.0,1.3,1.0,9.0,2.0,1.0,managing my family responsibilities,my working relationships,my mental wellbeing,managing my family responsibilities,preparing for work and commuting,my daily expenses,my opportunities to socialise,the number of hours  i work,my job satisfaction,the number of hours  i work,my mental wellbeing,my daily expenses,feeling left out and/or isolated,lack of motivation,my organisation's software and systems,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),20
1159,1975,female,retail trade,other store-based retailing,managers,"hospitality, retail and service managers",between 1 and 4,yes,couple with dependent children,more than 5 years,metro,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - all of my time,5,5,5,i 50% more productive when working remotely (or more),2.0,8.0,13.0,1.0,0.0,5.0,10.0,9.0,my work-life balance,the number of hours  i work,managing my family responsibilities,managing my personal commitments,preparing for work and commuting,my working relationships,my work-life balance,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,my job satisfaction,my daily expenses,difficulty collaborating remotely,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",feeling left out and/or isolated,feeling left out and/or isolated,i have tasks that can't be done remotely,45
1160,1988,female,other services,personal and other services,professionals,"design, engineering, science and transport professionals",between 5 and 19,yes,couple with dependent children,between 6 and 12 months,metro,90%,5.0,5.0,4.0,4.0,4.0,5.0,70%,80%,3.0,4.0,4.0,5.0,5.0,4.0,70%,70%,4,4,5,i 50% more productive when working remotely (or more),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,my on-the-job learning opportunities,the number of hours  i work,my mental wellbeing,managing my personal commitments,my job satisfaction,my daily expenses,my mental wellbeing,managing my personal commitments,my job satisfaction,my daily expenses,my job satisfaction,my daily expenses,"it equipment (computer, printer, etc.)",lack of motivation,i have tasks that can't be done remotely,caring responsibilities,cyber security,my organisation's software and systems,32
1161,1989,female,administrative and support services,administrative services,clerical and administrative,personal assistants and secretaries,more than 200,no,couple with no dependent children,between 1 and 5 years,regional,less than 10% of my time,4.0,5.0,4.0,3.0,4.0,5.0,100% - all of my time,100% - i spent all of my time remote working,5.0,5.0,4.0,4.0,5.0,5.0,100% - all of my time,20%,4,4,5,i 40% more productive when working remotely,3.0,8.0,2.0,0.5,0.0,8.0,5.0,2.0,my work-life balance,my on-the-job learning opportunities,managing my personal commitments,preparing for work and commuting,my job satisfaction,preparing for work and commuting,my mental wellbeing,my on-the-job learning opportunities,my daily expenses,my on-the-job learning opportunities,my daily expenses,my opportunities to socialise,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),poor management,feeling left out and/or isolated,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",31
1162,1970,female,education and training,preschool and school education,professionals,education professionals,between 20 and 199,no,couple with dependent children,more than 5 years,metro,less than 10% of my time,4.0,4.0,3.0,4.0,3.0,3.0,20%,80%,4.0,4.0,4.0,4.0,4.0,4.0,80%,50% - about half of my time,3,4,4,my productivity is about same when i work remotely,1.0,7.0,2.0,1.0,0.0,7.0,3.0,2.0,my work-life balance,my on-the-job learning opportunities,managing my family responsibilities,my opportunities to socialise,my daily expenses,my working relationships,my work-life balance,my opportunities to socialise,my daily expenses,my on-the-job learning opportunities,my daily expenses,my opportunities to socialise,caring responsibilities,lack of motivation,i have tasks that can't be done remotely,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),50
1163,1971,male,"professional, scientific and technical services",computer system design and related services,professionals,ict professionals,more than 200,yes,couple with no dependent children,more than 5 years,metro,less than 10% of my time,3.0,4.0,3.0,4.0,4.0,4.0,30%,30%,4.0,4.0,4.0,4.0,4.0,4.0,50% - about half of my time,30%,3,3,3,i 50% more productive when working remotely (or more),2.0,8.0,10.0,4.0,0.5,12.0,10.0,1.5,the number of hours  i work,my work-life balance,managing my family responsibilities,my opportunities to socialise,my personal relationships,preparing for work and commuting,my on-the-job learning opportunities,my work-life balance,my work-life balance,my daily expenses,my daily expenses,my job satisfaction,connectivity (internet connection),lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)","it equipment (computer, printer, etc.)",feeling left out and/or isolated,my organisation's software and systems,49
1164,1985,male,construction,heavy and civil engineering construction,professionals,"business, human resource and marketing professionals",between 5 and 19,yes,couple with dependent children,between 6 and 12 months,metro,30%,5.0,4.0,4.0,5.0,4.0,5.0,40%,30%,5.0,5.0,5.0,4.0,5.0,5.0,40%,40%,5,5,4,i 40% more productive when working remotely,3.0,7.0,7.0,7.0,2.0,7.0,8.0,7.0,the number of hours  i work,my working relationships,managing my personal commitments,my working relationships,preparing for work and commuting,my working relationships,the number of hours  i work,managing my personal commitments,my daily expenses,my work-life balance,my daily expenses,my opportunities to socialise,connectivity (internet connection),feeling left out and/or isolated,my organisation's software and systems,"it equipment (computer, printer, etc.)",connectivity (internet connection),connectivity (internet connection),35
1165,1990,male,"professional, scientific and technical services",computer system design and related services,managers,specialist managers,between 20 and 199,yes,single person,more than 5 years,metro,80%,5.0,5.0,2.0,5.0,5.0,5.0,100% - all of my time,100% - i spent all of my time remote working,4.0,4.0,4.0,4.0,4.0,4.0,100% - all of my time,100% - all of my time,5,5,5,i 20% more productive when working remotely,2.0,5.0,2.0,0.0,2.0,5.0,2.0,0.0,my work-life balance,the number of hours  i work,preparing for work and commuting,my mental wellbeing,preparing for work and commuting,my working relationships,managing my personal commitments,my opportunities to socialise,my work-life balance,my daily expenses,my personal relationships,my daily expenses,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,poor management,cyber security,poor management,30
1166,1992,female,education and training,tertiary education,professionals,education professionals,more than 200,no,group household,between 6 and 12 months,metro,rarely or never,,,,,,,less than 10% of my time,50% - i spent about half of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,50% - about half of my time,20%,3,4,4,my productivity is about same when i work remotely,1.0,7.0,12.0,4.0,0.5,7.0,14.0,2.5,preparing for work and commuting,my working relationships,preparing for work and commuting,my working relationships,preparing for work and commuting,my job satisfaction,managing my personal commitments,my on-the-job learning opportunities,the number of hours  i work,my on-the-job learning opportunities,managing my personal commitments,my job satisfaction,difficulty collaborating remotely,feeling left out and/or isolated,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),28
1167,1973,male,"professional, scientific and technical services",computer system design and related services,professionals,ict professionals,more than 200,no,couple with no dependent children,more than 5 years,metro,rarely or never,,,,,,,i would not have preferred to work remotely,100% - i spent all of my time remote working,5.0,4.0,2.0,5.0,5.0,4.0,100% - all of my time,80%,3,4,4,my productivity is about same when i work remotely,2.0,8.0,3.0,0.5,0.0,8.0,5.0,0.5,my work-life balance,my working relationships,preparing for work and commuting,my working relationships,preparing for work and commuting,my working relationships,my work-life balance,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,managing my personal commitments,my daily expenses,feeling left out and/or isolated,feeling left out and/or isolated,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",caring responsibilities,poor management,i have tasks that can't be done remotely,47
1168,1981,male,arts and recreation services,gambling activities,managers,specialist managers,more than 200,yes,couple with dependent children,more than 5 years,metro,20%,2.0,3.0,3.0,2.0,5.0,5.0,40%,100% - i spent all of my time remote working,5.0,4.0,5.0,5.0,5.0,5.0,80%,70%,4,4,5,i 50% more productive when working remotely (or more),2.5,8.0,4.0,6.0,0.25,8.5,6.0,6.0,my work-life balance,my on-the-job learning opportunities,managing my personal commitments,my working relationships,preparing for work and commuting,my working relationships,my mental wellbeing,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,my personal relationships,my mental wellbeing,"it equipment (computer, printer, etc.)",feeling left out and/or isolated,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",caring responsibilities,connectivity (internet connection),connectivity (internet connection),39
1169,1956,male,manufacturing,food product manufacturing,managers,"chief executives, general managers and legislators",more than 200,no,couple with no dependent children,more than 5 years,metro,30%,4.0,3.0,2.0,4.0,3.0,4.0,30%,60%,4.0,4.0,4.0,4.0,4.0,5.0,80%,80%,4,4,4,i 30% more productive when working remotely,1.0,8.0,2.0,0.0,1.0,8.0,3.0,0.0,my work-life balance,my working relationships,managing my personal commitments,my working relationships,preparing for work and commuting,my working relationships,the number of hours  i work,my on-the-job learning opportunities,the number of hours  i work,my personal relationships,my job satisfaction,my opportunities to socialise,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),"it equipment (computer, printer, etc.)",lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",64
1170,1962,female,"professional, scientific and technical services","professional, scientific and technical services",clerical and administrative,clerical and office support,more than 200,no,one  parent family with dependent children,between 1 and 5 years,regional,40%,1.0,5.0,1.0,1.0,5.0,5.0,100% - all of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - all of my time,2,2,2,i 50% more productive when working remotely (or more),1.0,7.5,2.0,1.0,0.0,7.5,2.0,2.0,my working relationships,managing my family responsibilities,my working relationships,my mental wellbeing,my working relationships,my personal relationships,the number of hours  i work,my mental wellbeing,my daily expenses,my personal relationships,my job satisfaction,my mental wellbeing,caring responsibilities,feeling left out and/or isolated,feeling left out and/or isolated,difficulty collaborating remotely,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",58
1171,1991,male,public administration and safety,public administration,managers,specialist managers,more than 200,yes,couple with no dependent children,between 1 and 5 years,metro,20%,4.0,2.0,3.0,2.0,2.0,5.0,40%,90%,5.0,3.0,5.0,5.0,4.0,5.0,90%,90%,5,5,5,i 30% more productive when working remotely,2.0,9.0,5.0,0.0,0.0,9.0,5.0,0.0,preparing for work and commuting,the number of hours  i work,managing my personal commitments,my working relationships,preparing for work and commuting,my working relationships,my work-life balance,the number of hours  i work,my daily expenses,the number of hours  i work,my daily expenses,my personal relationships,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,poor management,cyber security,i have tasks that can't be done remotely,29
1172,1982,female,accommodation and food services,accommodation,sales,sales support,between 5 and 19,no,couple with no dependent children,between 1 and 5 years,metro,10%,3.0,3.0,3.0,3.0,4.0,4.0,30%,100% - i spent all of my time remote working,4.0,3.0,4.0,4.0,4.0,4.0,100% - all of my time,50% - about half of my time,4,5,4,i 30% more productive when working remotely,1.0,10.0,3.0,1.0,0.0,10.0,4.0,3.0,my work-life balance,my working relationships,preparing for work and commuting,my working relationships,my daily expenses,my job satisfaction,my work-life balance,my opportunities to socialise,my work-life balance,my job satisfaction,my opportunities to socialise,my job satisfaction,poor management,poor management,poor management,difficulty collaborating remotely,connectivity (internet connection),"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",38
1173,1973,female,other services,personal and other services,labourers,cleaners and laundry,between 20 and 199,no,single person,between 1 and 5 years,metro,100% - i spent all of my time remote working,4.0,3.0,3.0,4.0,2.0,4.0,100% - all of my time,100% - i spent all of my time remote working,4.0,4.0,4.0,4.0,4.0,4.0,100% - all of my time,10%,4,4,4,i 50% more productive when working remotely (or more),1.0,7.0,3.0,0.0,1.0,7.0,3.0,0.0,preparing for work and commuting,my working relationships,preparing for work and commuting,managing my family responsibilities,preparing for work and commuting,my personal relationships,my work-life balance,my opportunities to socialise,my work-life balance,my personal relationships,my job satisfaction,my personal relationships,"it equipment (computer, printer, etc.)",lack of motivation,i have tasks that can't be done remotely,caring responsibilities,feeling left out and/or isolated,feeling left out and/or isolated,47
1174,1983,female,administrative and support services,administrative services,managers,"chief executives, general managers and legislators",between 20 and 199,yes,couple with dependent children,more than 5 years,metro,30%,4.0,5.0,5.0,5.0,5.0,5.0,20%,20%,5.0,4.0,5.0,5.0,5.0,4.0,30%,30%,5,5,5,i 30% more productive when working remotely,2.0,6.0,3.0,4.0,3.0,6.0,1.0,1.0,my working relationships,managing my family responsibilities,managing my personal commitments,my working relationships,my working relationships,managing my family responsibilities,my on-the-job learning opportunities,my opportunities to socialise,my daily expenses,my work-life balance,my opportunities to socialise,managing my personal commitments,"it equipment (computer, printer, etc.)",poor management,feeling left out and/or isolated,poor management,lack of motivation,connectivity (internet connection),37
1175,1987,male,manufacturing,machinery and equipment manufacturing,managers,"chief executives, general managers and legislators",more than 200,yes,couple with dependent children,between 1 and 5 years,metro,10%,4.0,4.0,3.0,3.0,3.0,2.0,less than 10% of my time,70%,4.0,4.0,3.0,3.0,2.0,2.0,less than 10% of my time,less than 10% of my time,3,4,4,i 20% less productive when working remotely,1.0,9.0,4.0,2.0,0.0,8.0,5.0,2.0,managing my family responsibilities,the number of hours  i work,managing my personal commitments,preparing for work and commuting,managing my family responsibilities,my job satisfaction,my on-the-job learning opportunities,the number of hours  i work,my personal relationships,my work-life balance,my daily expenses,managing my personal commitments,feeling left out and/or isolated,cyber security,connectivity (internet connection),difficulty collaborating remotely,lack of motivation,i have tasks that can't be done remotely,33
1176,1973,female,administrative and support services,administrative services,clerical and administrative,office managers and program administrators,between 5 and 19,no,single person,between 6 and 12 months,metro,rarely or never,,,,,,,i would not have preferred to work remotely,30%,3.0,4.0,3.0,2.0,1.0,1.0,i would not have preferred to work remotely,i would prefer not to work remotely,2,2,2,i 50% less productive when working remotely (or less),2.0,8.0,2.0,4.0,0.0,6.0,6.0,6.0,my work-life balance,my working relationships,managing my personal commitments,my working relationships,my job satisfaction,my personal relationships,my on-the-job learning opportunities,my work-life balance,my job satisfaction,the number of hours  i work,my job satisfaction,my personal relationships,difficulty collaborating remotely,lack of motivation,i have tasks that can't be done remotely,poor management,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",47
1177,1985,female,manufacturing,"textile, leather, clothing and footwear manufacturing",professionals,"design, engineering, science and transport professionals",between 5 and 19,yes,one  parent family with dependent children,between 6 and 12 months,regional,30%,5.0,3.0,5.0,4.0,2.0,3.0,10%,70%,5.0,1.0,5.0,5.0,2.0,2.0,10%,10%,3,4,3,i 20% less productive when working remotely,2.0,8.0,3.0,11.0,2.0,9.0,2.0,11.0,my work-life balance,managing my family responsibilities,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,managing my family responsibilities,the number of hours  i work,my on-the-job learning opportunities,my on-the-job learning opportunities,my daily expenses,my mental wellbeing,my daily expenses,caring responsibilities,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)","it equipment (computer, printer, etc.)",connectivity (internet connection),connectivity (internet connection),35
1178,1997,male,mining,coal mining,clerical and administrative,office managers and program administrators,between 20 and 199,yes,couple with dependent children,more than 5 years,metro,80%,4.0,5.0,5.0,3.0,5.0,5.0,80%,80%,5.0,5.0,5.0,4.0,3.0,5.0,80%,80%,4,3,3,my productivity is about same when i work remotely,0.5,7.0,8.0,1.0,1.0,7.0,8.0,8.0,my working relationships,managing my family responsibilities,preparing for work and commuting,managing my personal commitments,my daily expenses,my job satisfaction,my mental wellbeing,my opportunities to socialise,my personal relationships,my job satisfaction,my job satisfaction,my opportunities to socialise,caring responsibilities,connectivity (internet connection),my organisation's software and systems,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,23
1179,1989,male,"professional, scientific and technical services",computer system design and related services,managers,"chief executives, general managers and legislators",i am the only employee,yes,group household,more than 5 years,metro,70%,4.0,4.0,5.0,4.0,5.0,5.0,80%,70%,4.0,4.0,5.0,4.0,5.0,5.0,80%,80%,5,5,5,i 20% more productive when working remotely,3.0,8.0,1.0,2.0,1.0,9.0,2.0,2.0,my work-life balance,my working relationships,my opportunities to socialise,managing my personal commitments,my personal relationships,my working relationships,my opportunities to socialise,managing my personal commitments,my personal relationships,my on-the-job learning opportunities,my mental wellbeing,my daily expenses,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),difficulty collaborating remotely,lack of motivation,i have tasks that can't be done remotely,31
