id,birth_year,gender,industry,ind_detail,occupation,occ_detail,org_size,occupation_1,household,tenure,location,time_ly,org_encouraged,org_prepared,org_common,permission,collaboration,recommend,pref_time_ly,time_3m,time_3m_1,time_3m_2,time_3m_3,time_3m_4,time_3m_5,time_3m_6,pref_time_3m,pref_time_future,org_encourage_future,org_support_future,choice_future,productivity,commute_time,work_time,family_time,caring_time,commute_time_1,work_time_1,family_time_1,caring_time_1,best_aspect,worst_aspect,best_aspect_1,worst_aspect_1,best_aspect_2,worst_aspect_2,best_aspect_3,worst_aspect_3,best_aspect_4,worst_aspect_4,best_aspect_5,worst_aspect_5,major_barrier1,major_barrier2,major_barrier3,minor_barrier1,minor_barrier2,minor_barrier3,age
1415,1985,male,manufacturing,machinery and equipment manufacturing,professionals,"design, engineering, science and transport professionals",more than 200,,one  parent family with dependent children,more than 5 years,metro,10%,4.0,4.0,2.0,4.0,3.0,3.0,less than 10% of my time,20%,4.0,4.0,3.0,4.0,3.0,4.0,30%,,4,3,4,my productivity is about same when i work remotely,1.0,8.0,8.0,7.0,0.5,10.0,6.0,7.5,my on-the-job learning opportunities,my working relationships,my opportunities to socialise,my working relationships,my personal relationships,preparing for work and commuting,my on-the-job learning opportunities,the number of hours  i work,the number of hours  i work,my on-the-job learning opportunities,my mental wellbeing,managing my personal commitments,poor management,cyber security,poor management,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,40
1416,1966,male,public administration and safety,public administration,professionals,"business, human resource and marketing professionals",more than 200,,couple with dependent children,more than 5 years,metro,less than 10% of my time,3.0,5.0,3.0,3.0,5.0,5.0,less than 10% of my time,100% - i spent all of my time remote working,4.0,5.0,4.0,4.0,5.0,5.0,100% - all of my time,,5,5,5,my productivity is about same when i work remotely,3.0,8.0,10.0,3.0,0.0,9.0,12.0,3.0,managing my family responsibilities,the number of hours  i work,my opportunities to socialise,my working relationships,managing my family responsibilities,my daily expenses,my work-life balance,my opportunities to socialise,my job satisfaction,the number of hours  i work,my job satisfaction,my opportunities to socialise,difficulty collaborating remotely,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",connectivity (internet connection),cyber security,poor management,59
1417,2000,male,manufacturing,food product manufacturing,sales,sales support,between 20 and 199,,couple with no dependent children,between 6 and 12 months,metro,50% - i spent about half of my time remote working,2.0,2.0,2.0,1.0,2.0,3.0,80%,50% - i spent about half of my time remote working,2.0,2.0,2.0,1.0,2.0,3.0,80%,,4,4,4,i 10% less productive when working remotely,1.0,6.0,8.0,2.0,0.5,6.0,8.0,2.0,my work-life balance,the number of hours  i work,my mental wellbeing,preparing for work and commuting,my job satisfaction,preparing for work and commuting,my work-life balance,my on-the-job learning opportunities,my personal relationships,my on-the-job learning opportunities,my mental wellbeing,my daily expenses,difficulty collaborating remotely,connectivity (internet connection),i have tasks that can't be done remotely,poor management,poor management,poor management,25
1418,1973,male,public administration and safety,"public order, safety and regulatory services",professionals,"design, engineering, science and transport professionals",between 20 and 199,,couple with dependent children,more than 5 years,metro,rarely or never,,,,,,,10%,100% - i spent all of my time remote working,3.0,3.0,3.0,4.0,3.0,4.0,100% - all of my time,,4,3,3,i 10% more productive when working remotely,2.0,8.0,1.0,2.0,1.0,8.0,3.0,2.0,my work-life balance,preparing for work and commuting,my mental wellbeing,preparing for work and commuting,preparing for work and commuting,managing my family responsibilities,the number of hours  i work,my work-life balance,the number of hours  i work,my daily expenses,my opportunities to socialise,my daily expenses,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),feeling left out and/or isolated,poor management,poor management,52
1419,1974,rather not say,"professional, scientific and technical services",computer system design and related services,professionals,ict professionals,between 1 and 4,,one  parent family with dependent children,more than 5 years,metro,less than 10% of my time,1.0,4.0,2.0,3.0,4.0,5.0,30%,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,4.0,5.0,100% - all of my time,,5,3,3,my productivity is about same when i work remotely,2.0,8.0,1.0,0.0,0.0,8.0,1.0,0.0,preparing for work and commuting,managing my family responsibilities,preparing for work and commuting,managing my family responsibilities,preparing for work and commuting,managing my family responsibilities,my work-life balance,my opportunities to socialise,my work-life balance,my on-the-job learning opportunities,managing my personal commitments,my opportunities to socialise,"it equipment (computer, printer, etc.)",connectivity (internet connection),connectivity (internet connection),caring responsibilities,lack of motivation,i have tasks that can't be done remotely,51
1420,1979,female,education and training,preschool and school education,professionals,education professionals,between 20 and 199,,single person,more than 5 years,metro,40%,1.0,1.0,1.0,1.0,5.0,5.0,100% - all of my time,50% - i spent about half of my time remote working,1.0,1.0,1.0,1.0,5.0,5.0,100% - all of my time,,1,1,1,i 50% more productive when working remotely (or more),2.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,preparing for work and commuting,managing my family responsibilities,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,managing my family responsibilities,the number of hours  i work,managing my personal commitments,my work-life balance,my on-the-job learning opportunities,my mental wellbeing,my daily expenses,connectivity (internet connection),connectivity (internet connection),my organisation's software and systems,"it equipment (computer, printer, etc.)",feeling left out and/or isolated,feeling left out and/or isolated,46
1421,1983,male,"transport, postal and warehousing",rail transport,managers,specialist managers,more than 200,,couple with dependent children,more than 5 years,metro,rarely or never,,,,,,,100% - all of my time,100% - i spent all of my time remote working,4.0,4.0,4.0,3.0,4.0,4.0,100% - all of my time,,4,4,4,i 20% less productive when working remotely,1.0,8.0,9.0,6.0,0.0,8.0,9.0,7.0,the number of hours  i work,preparing for work and commuting,my mental wellbeing,managing my family responsibilities,my personal relationships,preparing for work and commuting,my mental wellbeing,my opportunities to socialise,my daily expenses,my job satisfaction,my opportunities to socialise,my personal relationships,poor management,cyber security,poor management,difficulty collaborating remotely,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",42
1422,1977,female,health care and social assistance,residential care services,professionals,"legal, social and welfare professionals",more than 200,,single person,between 6 and 12 months,metro,less than 10% of my time,2.0,2.0,2.0,4.0,2.0,2.0,30%,100% - i spent all of my time remote working,5.0,3.0,4.0,5.0,2.0,4.0,50% - about half of my time,,5,4,4,i 10% less productive when working remotely,1.0,8.0,4.0,1.0,0.5,9.0,5.0,2.0,my work-life balance,my working relationships,managing my personal commitments,my working relationships,my personal relationships,my working relationships,my opportunities to socialise,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,managing my personal commitments,my job satisfaction,difficulty collaborating remotely,feeling left out and/or isolated,feeling left out and/or isolated,caring responsibilities,connectivity (internet connection),"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",48
1423,1965,male,construction,building construction,managers,specialist managers,between 5 and 19,,couple with dependent children,more than 5 years,metro,50% - i spent about half of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,40%,50% - i spent about half of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,40%,,5,3,5,i 20% less productive when working remotely,2.0,4.0,1.0,1.0,0.0,6.0,1.0,1.0,managing my family responsibilities,my work-life balance,preparing for work and commuting,my opportunities to socialise,managing my family responsibilities,preparing for work and commuting,the number of hours  i work,my on-the-job learning opportunities,my work-life balance,my personal relationships,my daily expenses,my job satisfaction,caring responsibilities,lack of motivation,i have tasks that can't be done remotely,difficulty collaborating remotely,cyber security,poor management,60
1424,1979,male,"rental, hiring and real estate services",rental and hiring services (except real estate),technicians and trades,"engineering, ict and science technicians",more than 200,,couple with dependent children,more than 5 years,regional,10%,4.0,3.0,4.0,3.0,4.0,4.0,10%,20%,3.0,4.0,3.0,4.0,4.0,5.0,20%,,4,4,4,i 30% more productive when working remotely,2.0,8.0,10.0,4.0,0.5,8.0,11.5,4.0,the number of hours  i work,my on-the-job learning opportunities,managing my family responsibilities,my mental wellbeing,my working relationships,preparing for work and commuting,my on-the-job learning opportunities,my mental wellbeing,the number of hours  i work,my job satisfaction,my job satisfaction,my mental wellbeing,difficulty collaborating remotely,connectivity (internet connection),poor management,caring responsibilities,lack of motivation,feeling left out and/or isolated,46
1425,1981,male,construction,building construction,managers,specialist managers,between 5 and 19,,couple with dependent children,between 1 and 5 years,metro,60%,4.0,4.0,4.0,3.0,3.0,4.0,70%,80%,4.0,3.0,2.0,4.0,3.0,3.0,80%,,3,4,4,i 20% more productive when working remotely,1.0,8.0,3.0,2.0,0.0,8.0,5.0,3.0,the number of hours  i work,preparing for work and commuting,preparing for work and commuting,managing my family responsibilities,my daily expenses,my working relationships,my on-the-job learning opportunities,the number of hours  i work,the number of hours  i work,my on-the-job learning opportunities,my mental wellbeing,managing my personal commitments,"it equipment (computer, printer, etc.)",cyber security,my organisation's software and systems,poor management,feeling left out and/or isolated,feeling left out and/or isolated,44
1426,1964,female,wholesale trade,other goods wholesaling,clerical and administrative,clerical and office support,more than 200,,couple with dependent children,more than 5 years,metro,rarely or never,,,,,,,50% - about half of my time,100% - i spent all of my time remote working,5.0,5.0,4.0,5.0,5.0,3.0,50% - about half of my time,,5,3,4,my productivity is about same when i work remotely,0.0,8.0,3.0,1.5,0.0,8.0,3.0,1.0,my work-life balance,my on-the-job learning opportunities,my mental wellbeing,managing my family responsibilities,my daily expenses,managing my family responsibilities,my work-life balance,my opportunities to socialise,my work-life balance,the number of hours  i work,my daily expenses,managing my personal commitments,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,"it equipment (computer, printer, etc.)",poor management,poor management,61
1427,1974,female,"professional, scientific and technical services","professional, scientific and technical services",clerical and administrative,general clerical,between 5 and 19,,couple with no dependent children,more than 5 years,metro,20%,2.0,2.0,2.0,4.0,4.0,4.0,80%,90%,4.0,3.0,4.0,4.0,4.0,4.0,100% - all of my time,,3,3,4,i 50% more productive when working remotely (or more),2.0,7.0,2.0,6.0,0.0,8.0,8.0,6.0,my work-life balance,my working relationships,managing my family responsibilities,my mental wellbeing,preparing for work and commuting,my personal relationships,my work-life balance,my on-the-job learning opportunities,my job satisfaction,my personal relationships,managing my personal commitments,my personal relationships,connectivity (internet connection),connectivity (internet connection),"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",feeling left out and/or isolated,feeling left out and/or isolated,i have tasks that can't be done remotely,51
1428,1963,female,education and training,preschool and school education,clerical and administrative,clerical and office support,between 20 and 199,,couple with no dependent children,more than 5 years,metro,30%,2.0,2.0,3.0,2.0,3.0,3.0,20%,rarely or never,,,,,,,20%,,2,2,2,my productivity is about same when i work remotely,0.75,7.0,10.0,6.25,0.0,7.0,10.0,7.0,managing my family responsibilities,my working relationships,managing my personal commitments,my working relationships,managing my family responsibilities,my working relationships,my on-the-job learning opportunities,my work-life balance,my work-life balance,the number of hours  i work,managing my personal commitments,my daily expenses,"it equipment (computer, printer, etc.)",cyber security,my organisation's software and systems,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,62
1429,1983,male,"professional, scientific and technical services",computer system design and related services,technicians and trades,"engineering, ict and science technicians",between 20 and 199,,couple with dependent children,between 1 and 5 years,metro,30%,3.0,4.0,4.0,4.0,4.0,4.0,60%,80%,5.0,4.0,4.0,4.0,4.0,5.0,90%,,4,4,4,i 20% more productive when working remotely,2.0,8.0,4.0,6.0,0.0,8.0,8.0,6.0,managing my family responsibilities,preparing for work and commuting,managing my family responsibilities,preparing for work and commuting,managing my family responsibilities,preparing for work and commuting,the number of hours  i work,my opportunities to socialise,the number of hours  i work,my work-life balance,my daily expenses,managing my personal commitments,caring responsibilities,cyber security,connectivity (internet connection),feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,42
1430,1959,female,education and training,preschool and school education,professionals,education professionals,more than 200,,other one family household,more than 5 years,metro,rarely or never,,,,,,,i would not have preferred to work remotely,50% - i spent about half of my time remote working,5.0,5.0,4.0,5.0,4.0,2.0,50% - about half of my time,,3,3,2,i 10% less productive when working remotely,2.5,6.5,6.0,5.0,0.0,6.5,8.0,6.0,preparing for work and commuting,my on-the-job learning opportunities,preparing for work and commuting,my mental wellbeing,preparing for work and commuting,my job satisfaction,the number of hours  i work,my work-life balance,my daily expenses,my job satisfaction,my daily expenses,my job satisfaction,"it equipment (computer, printer, etc.)",lack of motivation,i have tasks that can't be done remotely,caring responsibilities,feeling left out and/or isolated,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",66
1431,1976,male,information media and telecommunications,broadcasting (except internet),professionals,"design, engineering, science and transport professionals",between 5 and 19,,couple with dependent children,more than 5 years,metro,less than 10% of my time,5.0,2.0,4.0,5.0,4.0,5.0,30%,30%,4.0,4.0,4.0,4.0,5.0,5.0,20%,,3,4,4,i 10% more productive when working remotely,1.0,8.0,1.0,1.0,0.0,9.0,0.5,1.0,preparing for work and commuting,the number of hours  i work,my mental wellbeing,managing my personal commitments,preparing for work and commuting,my daily expenses,my mental wellbeing,managing my personal commitments,the number of hours  i work,my daily expenses,my job satisfaction,my daily expenses,poor management,lack of motivation,connectivity (internet connection),difficulty collaborating remotely,connectivity (internet connection),my organisation's software and systems,49
1432,1981,male,financial and insurance services,insurance and superannuation funds,professionals,ict professionals,between 20 and 199,,couple with dependent children,more than 5 years,metro,70%,3.0,4.0,2.0,4.0,4.0,4.0,70%,60%,4.0,4.0,3.0,4.0,3.0,3.0,70%,,4,4,4,i 50% more productive when working remotely (or more),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,my working relationships,my work-life balance,my mental wellbeing,my opportunities to socialise,my personal relationships,my job satisfaction,my mental wellbeing,managing my personal commitments,the number of hours  i work,my daily expenses,my job satisfaction,my daily expenses,connectivity (internet connection),connectivity (internet connection),i have tasks that can't be done remotely,difficulty collaborating remotely,lack of motivation,poor management,44
1433,1967,female,construction,construction services,community and personal service,sports and personal service,more than 200,,couple with no dependent children,between 1 and 5 years,metro,40%,5.0,5.0,4.0,5.0,4.0,4.0,40%,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,4.0,4.0,100% - all of my time,,5,5,5,i 50% more productive when working remotely (or more),20.0,60.0,20.0,20.0,20.0,40.0,20.0,20.0,my work-life balance,the number of hours  i work,my opportunities to socialise,my mental wellbeing,managing my family responsibilities,my working relationships,my work-life balance,my opportunities to socialise,my work-life balance,my on-the-job learning opportunities,my personal relationships,my mental wellbeing,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),58
1434,1962,male,information media and telecommunications,telecommunications services,professionals,ict professionals,between 20 and 199,,couple with no dependent children,more than 5 years,metro,20%,3.0,5.0,4.0,5.0,4.0,3.0,20%,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,50% - about half of my time,,5,5,5,my productivity is about same when i work remotely,2.0,7.0,1.0,0.0,0.0,9.0,2.0,0.0,preparing for work and commuting,the number of hours  i work,preparing for work and commuting,my opportunities to socialise,my daily expenses,my working relationships,my opportunities to socialise,the number of hours  i work,my daily expenses,the number of hours  i work,my daily expenses,my opportunities to socialise,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,poor management,lack of motivation,poor management,63
1435,1971,female,"rental, hiring and real estate services",rental and hiring services (except real estate),clerical and administrative,general clerical,between 5 and 19,,couple with dependent children,more than 5 years,metro,50% - i spent about half of my time remote working,3.0,4.0,4.0,3.0,4.0,3.0,less than 10% of my time,90%,4.0,3.0,4.0,4.0,4.0,3.0,80%,,4,4,4,i 50% more productive when working remotely (or more),5.0,6.0,3.0,3.0,6.0,7.0,3.0,3.0,my on-the-job learning opportunities,my working relationships,managing my personal commitments,my working relationships,my personal relationships,my daily expenses,my mental wellbeing,my work-life balance,my job satisfaction,my work-life balance,my job satisfaction,my opportunities to socialise,caring responsibilities,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",poor management,poor management,i have tasks that can't be done remotely,54
1436,1989,male,"professional, scientific and technical services","professional, scientific and technical services",professionals,ict professionals,between 20 and 199,,couple with dependent children,more than 5 years,regional,40%,4.0,4.0,3.0,4.0,4.0,5.0,70%,60%,4.0,5.0,4.0,2.0,3.0,4.0,60%,,4,3,4,i 40% more productive when working remotely,1.0,6.0,2.0,2.0,0.5,5.0,3.0,2.0,the number of hours  i work,my work-life balance,managing my personal commitments,my opportunities to socialise,my personal relationships,my daily expenses,my on-the-job learning opportunities,my opportunities to socialise,my personal relationships,my daily expenses,my daily expenses,my personal relationships,"it equipment (computer, printer, etc.)",feeling left out and/or isolated,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",poor management,poor management,i have tasks that can't be done remotely,36
1437,1989,male,information media and telecommunications,telecommunications services,managers,specialist managers,between 5 and 19,,group household,between 6 and 12 months,regional,60%,2.0,3.0,3.0,2.0,3.0,4.0,100% - all of my time,100% - i spent all of my time remote working,4.0,3.0,4.0,5.0,3.0,4.0,100% - all of my time,,4,4,3,i 50% more productive when working remotely (or more),1.5,8.0,3.0,1.0,0.0,8.0,4.0,1.0,my working relationships,the number of hours  i work,managing my family responsibilities,preparing for work and commuting,my daily expenses,managing my family responsibilities,my work-life balance,my on-the-job learning opportunities,the number of hours  i work,my daily expenses,my personal relationships,my mental wellbeing,"it equipment (computer, printer, etc.)",cyber security,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",poor management,poor management,poor management,36
1438,1970,male,administrative and support services,administrative services,managers,"chief executives, general managers and legislators",between 5 and 19,,group household,more than 5 years,metro,30%,3.0,4.0,4.0,3.0,4.0,4.0,30%,20%,4.0,4.0,4.0,4.0,4.0,4.0,30%,,4,4,4,i 30% more productive when working remotely,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5,my working relationships,the number of hours  i work,my working relationships,managing my personal commitments,my job satisfaction,my daily expenses,my work-life balance,my mental wellbeing,my work-life balance,my job satisfaction,my job satisfaction,my personal relationships,connectivity (internet connection),lack of motivation,feeling left out and/or isolated,feeling left out and/or isolated,poor management,connectivity (internet connection),55
1439,1988,male,wholesale trade,basic material wholesaling,professionals,"business, human resource and marketing professionals",between 20 and 199,,couple with dependent children,between 6 and 12 months,metro,30%,5.0,4.0,4.0,3.0,4.0,5.0,40%,30%,3.0,5.0,5.0,4.0,5.0,4.0,40%,,4,4,4,i 50% more productive when working remotely (or more),3.0,8.0,6.0,7.0,3.0,8.0,6.0,7.0,my working relationships,managing my family responsibilities,my working relationships,managing my family responsibilities,my working relationships,managing my family responsibilities,my opportunities to socialise,my on-the-job learning opportunities,my personal relationships,my job satisfaction,my personal relationships,my job satisfaction,difficulty collaborating remotely,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",connectivity (internet connection),feeling left out and/or isolated,feeling left out and/or isolated,37
1440,1994,male,construction,building construction,professionals,"business, human resource and marketing professionals",between 5 and 19,,couple with dependent children,between 6 and 12 months,metro,30%,4.0,4.0,5.0,5.0,5.0,4.0,40%,30%,5.0,5.0,4.0,5.0,5.0,5.0,40%,,5,5,4,i 40% more productive when working remotely,3.0,7.0,7.0,7.0,3.0,8.0,7.0,6.0,the number of hours  i work,my work-life balance,managing my personal commitments,my opportunities to socialise,preparing for work and commuting,my job satisfaction,managing my personal commitments,my opportunities to socialise,my on-the-job learning opportunities,my job satisfaction,my mental wellbeing,my job satisfaction,"it equipment (computer, printer, etc.)",poor management,my organisation's software and systems,poor management,cyber security,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",31
1441,1991,female,health care and social assistance,medical and other health care services,sales,sales assistants and salespersons,more than 200,,other one family household,between 1 and 5 years,regional,less than 10% of my time,3.0,3.0,2.0,3.0,2.0,4.0,10%,40%,3.0,2.0,3.0,3.0,3.0,3.0,20%,,4,4,3,i 10% less productive when working remotely,0.5,9.0,1.0,4.0,0.25,8.0,3.0,3.0,preparing for work and commuting,managing my family responsibilities,my working relationships,my mental wellbeing,my daily expenses,my job satisfaction,managing my personal commitments,my mental wellbeing,my work-life balance,my personal relationships,managing my personal commitments,my job satisfaction,poor management,poor management,poor management,caring responsibilities,feeling left out and/or isolated,connectivity (internet connection),34
1442,1975,female,administrative and support services,administrative services,clerical and administrative,general clerical,between 5 and 19,,couple with no dependent children,between 1 and 5 years,metro,50% - i spent about half of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,50% - about half of my time,50% - i spent about half of my time remote working,3.0,5.0,3.0,3.0,5.0,5.0,60%,,5,5,5,i 50% more productive when working remotely (or more),4.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,my working relationships,my on-the-job learning opportunities,my opportunities to socialise,managing my personal commitments,my job satisfaction,my daily expenses,my work-life balance,my mental wellbeing,my personal relationships,my work-life balance,my job satisfaction,managing my personal commitments,connectivity (internet connection),cyber security,my organisation's software and systems,feeling left out and/or isolated,feeling left out and/or isolated,poor management,50
1443,1984,female,financial and insurance services,finance,clerical and administrative,personal assistants and secretaries,more than 200,,couple with no dependent children,more than 5 years,metro,less than 10% of my time,3.0,3.0,4.0,4.0,2.0,4.0,10%,100% - i spent all of my time remote working,5.0,4.0,5.0,5.0,4.0,5.0,80%,,5,5,5,i 20% more productive when working remotely,5.0,8.0,2.0,1.0,1.0,9.0,5.0,1.0,preparing for work and commuting,my on-the-job learning opportunities,my mental wellbeing,my working relationships,preparing for work and commuting,my working relationships,my mental wellbeing,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,my mental wellbeing,my opportunities to socialise,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),poor management,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",41
1444,1977,male,administrative and support services,administrative services,clerical and administrative,general clerical,between 20 and 199,,single person,more than 5 years,metro,40%,3.0,4.0,4.0,5.0,4.0,5.0,40%,40%,4.0,5.0,4.0,4.0,4.0,5.0,50% - about half of my time,,3,4,3,i 20% more productive when working remotely,0.0,8.0,15.0,1.0,0.0,7.0,13.0,4.0,my work-life balance,preparing for work and commuting,my mental wellbeing,my opportunities to socialise,my job satisfaction,managing my family responsibilities,my work-life balance,my opportunities to socialise,my work-life balance,my on-the-job learning opportunities,my mental wellbeing,managing my personal commitments,poor management,poor management,i have tasks that can't be done remotely,caring responsibilities,lack of motivation,poor management,48
1445,1980,male,retail trade,food retailing,managers,specialist managers,between 20 and 199,,couple with dependent children,more than 5 years,regional,90%,5.0,5.0,4.0,4.0,5.0,5.0,100% - all of my time,90%,5.0,5.0,4.0,5.0,5.0,4.0,90%,,5,4,5,my productivity is about same when i work remotely,0.4,6.0,3.0,4.0,0.0,8.0,4.0,1.0,managing my family responsibilities,preparing for work and commuting,preparing for work and commuting,managing my family responsibilities,preparing for work and commuting,managing my family responsibilities,my on-the-job learning opportunities,the number of hours  i work,my job satisfaction,the number of hours  i work,my personal relationships,managing my personal commitments,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),45
1446,1973,male,"transport, postal and warehousing",road transport,managers,"chief executives, general managers and legislators",between 1 and 4,,couple with dependent children,between 1 and 5 years,metro,50% - i spent about half of my time remote working,4.0,4.0,4.0,4.0,4.0,4.0,50% - about half of my time,40%,4.0,4.0,4.0,4.0,2.0,4.0,90%,,5,2,4,i 10% less productive when working remotely,2.0,8.0,5.0,1.0,0.0,7.0,5.0,2.0,managing my family responsibilities,my on-the-job learning opportunities,managing my family responsibilities,my opportunities to socialise,managing my family responsibilities,my personal relationships,managing my personal commitments,my opportunities to socialise,the number of hours  i work,my personal relationships,my daily expenses,my personal relationships,feeling left out and/or isolated,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",difficulty collaborating remotely,lack of motivation,connectivity (internet connection),52
1447,1970,male,education and training,preschool and school education,professionals,education professionals,more than 200,,couple with dependent children,more than 5 years,regional,10%,1.0,1.0,3.0,1.0,5.0,5.0,70%,80%,5.0,1.0,5.0,4.0,4.0,4.0,100% - all of my time,,5,4,5,i 40% more productive when working remotely,0.5,8.0,6.0,4.0,0.5,9.0,6.0,6.0,my work-life balance,the number of hours  i work,managing my family responsibilities,my mental wellbeing,managing my family responsibilities,my daily expenses,my work-life balance,the number of hours  i work,my work-life balance,my daily expenses,managing my personal commitments,my mental wellbeing,feeling left out and/or isolated,lack of motivation,feeling left out and/or isolated,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),55
1448,1957,male,public administration and safety,public administration,managers,specialist managers,more than 200,,couple with no dependent children,more than 5 years,regional,less than 10% of my time,3.0,4.0,4.0,2.0,5.0,5.0,100% - all of my time,100% - i spent all of my time remote working,5.0,4.0,5.0,5.0,5.0,5.0,100% - all of my time,,5,5,5,i 20% more productive when working remotely,3.0,8.0,5.0,2.0,0.5,8.5,6.0,2.0,preparing for work and commuting,the number of hours  i work,preparing for work and commuting,my opportunities to socialise,my daily expenses,my working relationships,my work-life balance,the number of hours  i work,my daily expenses,the number of hours  i work,my daily expenses,my opportunities to socialise,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,68
1449,1959,female,"professional, scientific and technical services","professional, scientific and technical services",professionals,"legal, social and welfare professionals",i am the only employee,,couple with no dependent children,more than 5 years,regional,rarely or never,,,,,,,50% - about half of my time,100% - i spent all of my time remote working,5.0,5.0,4.0,5.0,5.0,5.0,50% - about half of my time,,5,5,3,i 50% more productive when working remotely (or more),2.0,2.0,6.0,3.0,1.0,2.0,6.0,3.0,my work-life balance,my working relationships,my working relationships,managing my personal commitments,my daily expenses,managing my family responsibilities,my work-life balance,my on-the-job learning opportunities,my work-life balance,my job satisfaction,my daily expenses,my opportunities to socialise,difficulty collaborating remotely,poor management,poor management,connectivity (internet connection),lack of motivation,feeling left out and/or isolated,66
1450,1970,female,"rental, hiring and real estate services",property operators and real estate services,professionals,"business, human resource and marketing professionals",between 20 and 199,,single person,between 1 and 5 years,metro,80%,3.0,3.0,4.0,3.0,4.0,2.0,80%,80%,2.0,4.0,3.0,3.0,2.0,4.0,70%,,2,3,4,i 30% more productive when working remotely,2.0,9.0,6.0,5.0,0.5,10.0,5.0,3.0,the number of hours  i work,my working relationships,preparing for work and commuting,managing my personal commitments,my daily expenses,preparing for work and commuting,my on-the-job learning opportunities,managing my personal commitments,my daily expenses,my on-the-job learning opportunities,my mental wellbeing,my daily expenses,"it equipment (computer, printer, etc.)",cyber security,my organisation's software and systems,poor management,poor management,poor management,55
1451,1969,male,information media and telecommunications,telecommunications services,managers,specialist managers,more than 200,,couple with no dependent children,between 1 and 5 years,metro,rarely or never,,,,,,,50% - about half of my time,100% - i spent all of my time remote working,4.0,4.0,5.0,5.0,4.0,4.0,50% - about half of my time,,5,3,2,i 10% less productive when working remotely,1.0,8.0,2.0,2.0,0.5,7.0,3.0,1.0,my work-life balance,the number of hours  i work,my opportunities to socialise,my working relationships,managing my family responsibilities,my personal relationships,the number of hours  i work,managing my personal commitments,my job satisfaction,my daily expenses,managing my personal commitments,my daily expenses,"it equipment (computer, printer, etc.)",connectivity (internet connection),"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",difficulty collaborating remotely,cyber security,poor management,56
1452,1986,female,education and training,"adult, community and other education",clerical and administrative,other clerical and administrative,between 20 and 199,,couple with no dependent children,between 1 and 5 years,metro,rarely or never,,,,,,,20%,90%,5.0,4.0,4.0,5.0,4.0,4.0,30%,,5,3,3,i 30% more productive when working remotely,2.0,6.0,4.0,2.0,0.5,6.0,4.0,2.0,the number of hours  i work,managing my family responsibilities,managing my personal commitments,preparing for work and commuting,my daily expenses,my working relationships,managing my personal commitments,my on-the-job learning opportunities,my daily expenses,my job satisfaction,my daily expenses,managing my personal commitments,poor management,poor management,i have tasks that can't be done remotely,caring responsibilities,lack of motivation,feeling left out and/or isolated,39
