id,birth_year,gender,tenure,industry,occupation,org_size,household,metro_or_regional,time_q4_2020,time_q4_2020_1,time_rem_2021,pref_time_2021,pref_time_future,these_questions_are_about,in_the_past_6,how_often_do_you,how_often_would_you,does_your_employer_have,how_much_of_your,thinking_about_your_employer,thinking_about_your_employer_1,thinking_about_your_employer_2,thinking_about_your_employer_3,how_do_you_feel,org_encouraged,org_prepared,org_common,permission,collaboration,thinking_about_remote_working,thinking_about_remote_working_1,do_you_think_remote,who_is_most_supportive,org_encourage_future,org_support_future,choice_future,commute_time,think_about_your_experience,caring_time,family_time,think_about_your_experience_1,commute_time_1,think_about_your_experience_2,caring_time_1,family_time_1,think_about_your_experience_3,imagine_your_employer_offered,what_is_the_biggest,have_the_following_barriers,have_the_following_barriers_1,have_the_following_barriers_2,have_the_following_barriers_3,have_the_following_barriers_4,have_the_following_barriers_5,have_the_following_barriers_6,have_the_following_barriers_7,have_the_following_barriers_8,have_the_following_barriers_9,have_the_following_barriers_10,have_the_following_barriers_11,have_the_following_barriers_12,have_the_following_barriers_13,have_the_following_barriers_14,have_the_following_barriers_15,feel_better,more_active,feel_better_1,manages_people,do_employees_you_manage,mgmt_discretion,mgmt_retain,mgmt_recruit,team_collab,mgmt_ease_remote,mgmt_poor_performers,mgmt_prepared_remote,mgmt_focus_results,mgmt_contact,productivity,now_think_about_the,major_barrier1,major_barrier2,major_barrier3,minor_barrier1,minor_barrier2,minor_barrier3,age
1095,1972,female,between 1 and 5 years,education and training,managers - specialist managers,more than 200,couple with dependent children,metro,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,100% - all of my time,70%,yes,no,,,yes,50% - about half of my time,5,5,5,5,strongly positive,5,5,5,5,5,2,4,strongly positive,they are about the same,somewhat likely,somewhat likely,somewhat likely,3.0,7.0,5.0,2.0,7.0,0.0,9.0,5.0,3.0,7.0,no,,somewhat improved,stayed about the same,stayed about the same,somewhat improved,somewhat improved,somewhat worsened,somewhat improved,stayed about the same,somewhat improved,somewhat improved,stayed about the same,somewhat improved,somewhat improved,stayed about the same,somewhat improved,somewhat improved,4,4,3,yes,yes,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,im 50% more productive when working remotely (or more),im 50% more productive when working remotely (or more),,,,,,,53
1096,1999,female,between 6 and 12 months,public administration and safety,"managers - hospitality, retail and service managers",between 1 and 4,single person,regional,20%,20%,20%,20%,30%,yes,yes,20%,30%,yes,80%,3,3,2,4,neither positive nor negative,2,4,3,4,4,4,3,somewhat positive,senior leadership,somewhat likely,somewhat likely,somewhat likely,1.5,7.5,5.0,4.5,5.5,0.0,9.0,5.0,5.0,5.0,yes,0.3,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat improved,somewhat improved,somewhat improved,stayed about the same,somewhat improved,4,3,3,no,,,,,,,,,,,im 40% more productive when working remotely,,difficulty collaborating with remote colleagues,connectivity/internet issues,connectivity/internet issues,noisy work environment,lack of appropriate work and meeting spaces,lack of appropriate work and meeting spaces,26
1097,1984,female,between 1 and 5 years,financial and insurance,managers - farmers and farm managers,more than 200,couple with dependent children,metro,30%,20%,20%,10%,less than 10% of my time,yes,yes,20%,10%,yes,30%,2,2,3,3,somewhat negative,4,2,4,3,2,4,4,somewhat negative,they are about the same,neither unlikely or likely,somewhat likely,somewhat unlikely,5.0,8.0,2.0,2.0,7.0,3.0,8.0,2.0,3.0,8.0,yes,0.15,somewhat improved,somewhat worsened,somewhat improved,somewhat worsened,significantly worsened,somewhat worsened,somewhat worsened,stayed about the same,somewhat worsened,significantly worsened,not a barrier for me,stayed about the same,stayed about the same,not a barrier for me,somewhat worsened,somewhat improved,3,2,4,yes,yes,4.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,im 20% less productive when working remotely,im 20% less productive when working remotely,difficulty collaborating with remote colleagues,connectivity/internet issues,difficulty innovating,noisy work environment,lack of appropriate work and meeting spaces,interruptions,41
1098,1965,female,between 1 and 5 years,financial and insurance,"managers - chief executives, general managers and legislators",between 20 and 199,one parent family with dependent children,metro,100% - i spent all of my time remote working,100% - all of my time,90%,90%,50% - about half of my time,no,no,,,unsure,,5,2,4,5,strongly positive,5,5,2,3,5,1,1,somewhat negative,senior leadership,neither unlikely or likely,neither unlikely or likely,neither unlikely or likely,5.0,8.0,2.0,1.0,8.0,,10.0,3.0,3.0,8.0,no,,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat worsened,somewhat worsened,somewhat worsened,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat worsened,4,2,4,yes,yes,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,im 50% more productive when working remotely (or more),im 50% more productive when working remotely (or more),,,,,,,60
1099,1992,male,more than 5 years,information media and telecommunications,managers - specialist managers,between 20 and 199,couple with dependent children,metro,40%,50% - about half of my time,60%,50% - about half of my time,30%,yes,yes,50% - about half of my time,50% - about half of my time,yes,60%,4,5,5,4,strongly positive,3,1,2,1,2,1,1,strongly positive,senior leadership,somewhat likely,very likely,very likely,3.0,8.0,3.0,3.0,7.0,5.0,4.0,6.0,2.0,7.0,yes,0.13,somewhat improved,significantly improved,somewhat improved,stayed about the same,somewhat improved,significantly improved,somewhat improved,significantly improved,somewhat improved,somewhat improved,significantly improved,stayed about the same,significantly improved,somewhat improved,somewhat improved,somewhat improved,5,4,3,yes,yes,5.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,im 30% more productive when working remotely,im 30% more productive when working remotely,interruptions,connectivity/internet issues,connectivity/internet issues,noisy work environment,lack of appropriate work and meeting spaces,lack of appropriate work and meeting spaces,33
1100,1987,female,between 1 and 5 years,construction,clerical and administrative workers - inquiry clerks and receptionists,more than 200,couple with no dependent children,metro,100% - i spent all of my time remote working,100% - all of my time,80%,80%,80%,yes,no,,,no,,5,5,5,5,strongly positive,5,5,5,5,5,5,5,strongly positive,they are about the same,very likely,very likely,very likely,2.0,7.0,4.0,4.0,7.0,0.0,7.0,5.0,5.0,7.0,no,,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,somewhat improved,significantly improved,significantly improved,significantly improved,5,5,2,yes,yes,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,im 30% more productive when working remotely,im 30% more productive when working remotely,,,,,,,38
1101,1993,male,between 1 and 5 years,health care and social assistance,professionals - health professionals,between 5 and 19,group household,regional,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,100% - all of my time,100% - all of my time,no,yes,100% - all of my time,100% - all of my time,no,,5,5,5,5,somewhat positive,4,5,5,4,4,5,5,somewhat positive,my direct manger(s),neither unlikely or likely,somewhat likely,somewhat unlikely,0.5,20.0,1.0,2.5,,2.0,12.0,1.0,2.0,7.0,yes,0.2,somewhat improved,significantly worsened,somewhat worsened,significantly worsened,stayed about the same,significantly worsened,stayed about the same,stayed about the same,stayed about the same,stayed about the same,significantly worsened,somewhat improved,somewhat improved,somewhat improved,stayed about the same,somewhat worsened,4,4,4,no,,,,,,,,,,,im 30% more productive when working remotely,,,,,,,,32
1102,1987,female,between 1 and 5 years,"professional, scientific and technical","professionals - design, engineering, science and transport professionals",between 20 and 199,couple with no dependent children,metro,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,100% - all of my time,90%,yes,yes,less than 10% of my time,10%,no,,5,5,5,2,strongly positive,5,5,4,5,5,1,3,strongly positive,my direct manger(s),neither unlikely or likely,somewhat likely,somewhat likely,1.5,8.0,3.5,3.0,8.0,0.5,8.0,3.5,4.0,8.0,no,,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,not a barrier for me,significantly improved,significantly improved,significantly improved,significantly improved,not a barrier for me,significantly improved,4,5,3,no,,,,,,,,,,,im 10% more productive when working remotely,,,,,,,,38
1103,1973,female,more than 5 years,education and training,professionals - education professionals,between 20 and 199,one parent family with dependent children,metro,less than 10% of my time,i would not have preferred to work remotely,rarely or never,i would not have preferred to work remotely,i would prefer not to work remotely,yes,no,,,unsure,,3,3,3,3,neither positive nor negative,3,5,1,3,5,3,2,strongly negative,they are about the same,very unlikely,very unlikely,very unlikely,1.0,7.0,4.0,4.0,8.0,4.0,7.0,2.0,3.0,8.0,no,,somewhat worsened,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat worsened,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,3,4,5,no,,,,,,,,,,,im 50% more productive when working remotely (or more),,,,,,,,52
1104,1958,female,more than 5 years,construction,"managers - hospitality, retail and service managers",between 1 and 4,couple with no dependent children,regional,less than 10% of my time,less than 10% of my time,20%,20%,10%,no,yes,less than 10% of my time,less than 10% of my time,no,,5,5,5,5,strongly positive,4,4,4,4,4,3,3,strongly positive,my direct manger(s),very likely,very likely,very likely,2.0,6.5,4.0,5.0,6.5,1.0,6.5,5.0,5.0,6.5,no,,stayed about the same,somewhat improved,stayed about the same,stayed about the same,stayed about the same,somewhat improved,stayed about the same,stayed about the same,stayed about the same,somewhat improved,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,3,3,4,yes,yes,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,my productivity is about same when i work remotely,my productivity is about same when i work remotely,difficulty collaborating with remote colleagues,problems with audio-visual setup,interruptions,lack of privacy,connectivity/internet issues,difficulty innovating,67
1105,1995,male,between 1 and 5 years,information media and telecommunications,technicians and trades workers - electrotechnology and telecommunications trades workers,between 20 and 199,multiple family household,metro,rarely or never,100% - all of my time,rarely or never,i would not have preferred to work remotely,10%,no,yes,10%,60%,no,,3,3,3,3,neither positive nor negative,3,3,3,3,3,3,3,strongly positive,they are about the same,neither unlikely or likely,neither unlikely or likely,neither unlikely or likely,2.0,5.0,3.0,4.0,10.0,1.0,2.0,3.0,4.0,14.0,yes,0.1,somewhat worsened,stayed about the same,somewhat worsened,somewhat worsened,somewhat worsened,somewhat worsened,somewhat worsened,somewhat worsened,somewhat worsened,somewhat worsened,somewhat worsened,somewhat worsened,somewhat worsened,somewhat worsened,somewhat worsened,somewhat worsened,3,3,3,no,,,,,,,,,,,im 50% more productive when working remotely (or more),,,,,,,,30
1106,1995,female,between 1 and 5 years,financial and insurance,community and personal service workers - health and welfare support workers,more than 200,single person,metro,40%,40%,60%,60%,40%,yes,yes,70%,80%,no,,4,5,4,5,strongly positive,4,5,5,5,5,4,4,strongly positive,my direct manger(s),very likely,somewhat likely,very likely,8.0,5.0,2.0,1.0,8.0,5.0,8.0,1.0,2.0,8.0,no,,somewhat improved,significantly improved,somewhat improved,significantly improved,significantly improved,somewhat improved,significantly improved,somewhat improved,significantly improved,somewhat improved,somewhat improved,somewhat improved,significantly improved,somewhat improved,somewhat improved,significantly improved,5,4,5,no,,,,,,,,,,,im 40% more productive when working remotely,,,,,,,,30
1107,1989,male,between 1 and 5 years,financial and insurance,"professionals - business, human resource and marketing professionals",more than 200,group household,metro,100% - i spent all of my time remote working,90%,100% - i spent all of my time remote working,90%,80%,no,yes,less than 10% of my time,less than 10% of my time,unsure,,4,4,5,4,somewhat positive,5,1,5,3,2,5,2,somewhat positive,my direct manger(s),somewhat unlikely,somewhat unlikely,somewhat unlikely,2.0,10.0,3.0,1.0,8.0,0.0,10.0,1.0,5.0,8.0,no,,not a barrier for me,not a barrier for me,somewhat worsened,significantly improved,significantly worsened,significantly worsened,somewhat worsened,stayed about the same,stayed about the same,somewhat improved,significantly worsened,significantly worsened,stayed about the same,significantly improved,somewhat improved,somewhat improved,5,5,3,yes,yes,3.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,im 40% more productive when working remotely,im 40% more productive when working remotely,interruptions,lack of appropriate work and meeting spaces,lack of appropriate work and meeting spaces,difficulty collaborating with remote colleagues,connectivity/internet issues,connectivity/internet issues,36
1108,1996,male,between 1 and 5 years,administrative and support,"professionals - business, human resource and marketing professionals",more than 200,single person,metro,60%,40%,50% - i spent about half of my time remote working,30%,30%,yes,yes,10%,20%,no,,3,2,3,4,somewhat positive,4,2,3,3,3,3,4,somewhat positive,senior leadership,neither unlikely or likely,somewhat likely,somewhat unlikely,3.0,8.0,0.0,5.0,8.0,0.5,8.0,0.0,7.5,8.0,yes,0.05,stayed about the same,stayed about the same,somewhat improved,somewhat improved,stayed about the same,stayed about the same,somewhat worsened,somewhat improved,stayed about the same,stayed about the same,stayed about the same,somewhat worsened,somewhat improved,stayed about the same,stayed about the same,somewhat worsened,2,3,4,no,,,,,,,,,,,im 30% less productive when working remotely,,difficulty collaborating with remote colleagues,lack of appropriate work and meeting spaces,difficulty innovating,lack of privacy,connectivity/internet issues,interruptions,29
1109,1960,female,more than 5 years,education and training,professionals - education professionals,between 5 and 19,single person,regional,less than 10% of my time,100% - all of my time,rarely or never,100% - all of my time,100% - all of my time,no,no,,,no,,5,1,1,1,strongly negative,2,4,4,2,5,1,4,strongly positive,they are about the same,very unlikely,very unlikely,neither unlikely or likely,1.0,4.0,2.0,2.0,15.0,0.0,8.0,2.0,4.0,10.0,yes,0.05,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat worsened,somewhat improved,stayed about the same,somewhat improved,5,5,5,yes,no,,,,,,,,,,im 50% more productive when working remotely (or more),im 50% more productive when working remotely (or more),noisy work environment,lack of appropriate work and meeting spaces,difficulty innovating,difficulty collaborating with remote colleagues,lack of privacy,connectivity/internet issues,65
1110,1996,female,between 1 and 5 years,wholesale trade,professionals - ict professionals,between 20 and 199,multiple family household,regional,70%,40%,60%,80%,80%,yes,yes,40%,70%,yes,40%,2,3,1,2,strongly positive,5,5,5,5,5,5,5,strongly positive,my direct manger(s),very likely,very likely,very likely,2.0,12.0,4.0,4.0,2.0,12.0,3.0,4.0,3.0,2.0,yes,0.2,somewhat improved,significantly improved,significantly improved,somewhat improved,somewhat improved,somewhat worsened,significantly improved,stayed about the same,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,somewhat improved,significantly improved,5,5,5,yes,yes,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,im 50% more productive when working remotely (or more),im 50% more productive when working remotely (or more),,,,,,,29
1111,1988,male,more than 5 years,health care and social assistance,professionals - health professionals,more than 200,couple with dependent children,metro,20%,50% - about half of my time,20%,50% - about half of my time,50% - about half of my time,yes,no,,,no,,4,2,4,5,somewhat negative,3,2,2,2,4,3,1,somewhat positive,they are about the same,somewhat unlikely,somewhat unlikely,somewhat unlikely,2.0,10.0,1.0,3.0,8.0,0.0,10.0,1.0,5.0,8.0,no,,stayed about the same,stayed about the same,somewhat improved,somewhat improved,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat improved,somewhat improved,stayed about the same,somewhat improved,somewhat improved,5,4,2,no,,,,,,,,,,,im 20% more productive when working remotely,,,,,,,,37
1112,1997,female,between 1 and 5 years,financial and insurance,clerical and administrative workers - other clerical and administrative workers,more than 200,other one family household,metro,90%,70%,90%,50% - about half of my time,50% - about half of my time,yes,no,,,no,,5,5,5,2,somewhat negative,5,4,5,5,2,3,5,somewhat positive,my direct manger(s),very likely,very likely,very likely,3.0,8.0,0.0,5.0,8.0,0.5,10.0,0.0,5.0,8.5,no,,not a barrier for me,somewhat worsened,somewhat worsened,somewhat worsened,somewhat improved,somewhat improved,somewhat worsened,somewhat worsened,stayed about the same,not a barrier for me,somewhat improved,significantly worsened,not a barrier for me,somewhat worsened,significantly improved,stayed about the same,4,1,5,no,,,,,,,,,,,im 40% more productive when working remotely,,noisy work environment,problems with audio-visual setup,interruptions,interruptions,lack of privacy,lack of appropriate work and meeting spaces,28
1113,1988,female,more than 5 years,public administration and safety,clerical and administrative workers - clerical and office support workers,more than 200,couple with dependent children,regional,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,20%,20%,yes,no,,,unsure,,4,1,1,3,somewhat positive,5,5,5,5,5,4,4,somewhat positive,they are about the same,somewhat likely,somewhat likely,somewhat likely,3.0,10.0,1.5,1.5,8.0,0.5,10.0,1.0,3.5,9.0,no,,significantly improved,somewhat improved,significantly improved,stayed about the same,stayed about the same,stayed about the same,somewhat worsened,somewhat improved,not a barrier for me,not a barrier for me,somewhat improved,somewhat worsened,not a barrier for me,not a barrier for me,somewhat improved,not a barrier for me,3,4,3,no,,,,,,,,,,,im 20% more productive when working remotely,,,,,,,,37
1114,1969,female,between 1 and 5 years,"professional, scientific and technical","professionals - legal, social and welfare professionals",between 5 and 19,other one family household,metro,50% - i spent about half of my time remote working,50% - about half of my time,50% - i spent about half of my time remote working,50% - about half of my time,50% - about half of my time,yes,yes,50% - about half of my time,50% - about half of my time,yes,50% - about half of my time,3,4,4,4,neither positive nor negative,5,4,3,3,2,4,5,somewhat positive,they are about the same,very likely,very likely,neither unlikely or likely,1.0,8.0,3.0,4.0,8.0,1.0,8.0,4.0,3.0,8.0,yes,0.2,somewhat worsened,stayed about the same,stayed about the same,somewhat improved,somewhat improved,stayed about the same,stayed about the same,stayed about the same,somewhat worsened,somewhat worsened,stayed about the same,stayed about the same,somewhat improved,somewhat worsened,somewhat worsened,somewhat improved,3,2,2,yes,yes,2.0,4.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,im 50% more productive when working remotely (or more),im 50% more productive when working remotely (or more),lack of privacy,connectivity/internet issues,interruptions,interruptions,lack of appropriate work and meeting spaces,lack of appropriate work and meeting spaces,56
1115,1974,female,more than 5 years,"transport, postal and warehousing",clerical and administrative workers - general clerical workers,between 20 and 199,couple with dependent children,metro,rarely or never,i would not have preferred to work remotely,rarely or never,i would not have preferred to work remotely,i would prefer not to work remotely,yes,no,,,unsure,,3,2,4,4,neither positive nor negative,5,4,5,4,3,3,1,somewhat negative,they are about the same,very likely,very likely,very likely,1.0,7.5,4.0,3.5,8.0,0.0,9.0,4.0,4.0,7.0,no,,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,not a barrier for me,not a barrier for me,stayed about the same,somewhat worsened,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat worsened,3,4,4,no,,,,,,,,,,,im 20% more productive when working remotely,,noisy work environment,connectivity/internet issues,lack of appropriate work and meeting spaces,difficulty collaborating with remote colleagues,lack of privacy,interruptions,51
1116,1966,female,more than 5 years,health care and social assistance,sales workers - sales representatives and agents,between 20 and 199,couple with no dependent children,metro,100% - i spent all of my time remote working,80%,100% - i spent all of my time remote working,80%,70%,yes,no,,,no,,4,4,4,5,strongly positive,5,5,3,5,4,1,1,somewhat positive,they are about the same,somewhat likely,neither unlikely or likely,somewhat likely,1.0,9.0,3.0,3.0,8.0,0.0,10.0,3.0,3.0,8.0,no,,not a barrier for me,not a barrier for me,not a barrier for me,somewhat worsened,somewhat worsened,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,somewhat worsened,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,3,1,4,no,,,,,,,,,,,im 50% more productive when working remotely (or more),,,,,,,,59
1117,1985,male,between 1 and 5 years,information media and telecommunications,managers - specialist managers,more than 200,couple with dependent children,metro,90%,50% - about half of my time,90%,50% - about half of my time,50% - about half of my time,yes,no,,,no,,5,5,5,2,strongly positive,5,5,5,5,5,2,2,strongly positive,they are about the same,very likely,very likely,very likely,3.0,8.0,3.0,3.0,7.0,0.5,9.5,3.0,3.0,8.0,no,,somewhat improved,somewhat worsened,somewhat worsened,stayed about the same,stayed about the same,somewhat worsened,stayed about the same,stayed about the same,somewhat worsened,not a barrier for me,stayed about the same,somewhat improved,somewhat improved,not a barrier for me,stayed about the same,stayed about the same,2,2,4,yes,yes,4.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,im 30% less productive when working remotely,im 30% less productive when working remotely,,,,,,,40
1118,1998,male,between 6 and 12 months,accommodation and food,clerical and administrative workers - personal assistants and secretaries,between 1 and 4,one parent family with dependent children,regional,50% - i spent about half of my time remote working,20%,50% - i spent about half of my time remote working,70%,40%,yes,yes,less than 10% of my time,20%,no,,3,3,4,1,somewhat positive,4,4,1,3,4,3,2,neither positive nor negative,my direct manger(s),very likely,somewhat unlikely,neither unlikely or likely,10.0,4.0,4.0,4.0,2.0,6.0,6.0,6.0,4.0,2.0,yes,0.6,significantly worsened,somewhat worsened,stayed about the same,somewhat worsened,somewhat improved,stayed about the same,somewhat worsened,significantly improved,stayed about the same,somewhat worsened,somewhat improved,somewhat improved,stayed about the same,somewhat worsened,significantly worsened,somewhat worsened,2,5,3,yes,yes,1.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,im 10% more productive when working remotely,im 10% more productive when working remotely,,,,,,,27
1119,1963,female,between 1 and 5 years,information media and telecommunications,technicians and trades workers - other technicians and trades workers,more than 200,single person,metro,40%,40%,40%,40%,40%,yes,yes,less than 10% of my time,less than 10% of my time,yes,50% - about half of my time,5,3,5,5,strongly positive,1,2,1,4,5,1,3,somewhat positive,they are about the same,somewhat unlikely,neither unlikely or likely,somewhat likely,0.4,7.5,3.6,3.5,9.0,0.0,7.5,2.0,5.0,9.5,no,,stayed about the same,not a barrier for me,stayed about the same,not a barrier for me,not a barrier for me,significantly improved,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat improved,stayed about the same,not a barrier for me,stayed about the same,stayed about the same,stayed about the same,4,5,3,no,,,,,,,,,,,my productivity is about same when i work remotely,,interruptions,lack of privacy,interruptions,noisy work environment,connectivity/internet issues,difficulty innovating,62
1120,1994,female,more than 5 years,other services,managers - specialist managers,more than 200,couple with no dependent children,metro,90%,90%,90%,50% - about half of my time,50% - about half of my time,no,no,,,unsure,,5,5,5,5,strongly positive,5,5,5,5,5,1,3,neither positive nor negative,my direct manger(s),neither unlikely or likely,neither unlikely or likely,neither unlikely or likely,1.0,8.0,1.0,6.0,8.0,0.5,8.0,1.5,6.0,8.0,no,,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,3,3,3,yes,yes,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,my productivity is about same when i work remotely,my productivity is about same when i work remotely,interruptions,problems with audio-visual setup,interruptions,lack of privacy,lack of privacy,connectivity/internet issues,31
1121,1971,female,more than 5 years,health care and social assistance,managers - specialist managers,between 20 and 199,couple with no dependent children,metro,90%,100% - all of my time,80%,100% - all of my time,100% - all of my time,yes,yes,10%,less than 10% of my time,yes,10%,4,4,5,5,somewhat positive,4,4,4,5,5,1,5,somewhat positive,my direct manger(s),somewhat unlikely,somewhat unlikely,somewhat unlikely,3.0,8.0,2.0,5.0,6.0,1.0,9.0,2.0,5.0,7.0,no,,not a barrier for me,stayed about the same,stayed about the same,stayed about the same,somewhat improved,stayed about the same,somewhat improved,somewhat improved,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,somewhat improved,stayed about the same,significantly improved,5,1,2,no,,,,,,,,,,,im 50% more productive when working remotely (or more),,,,,,,,54
1122,1987,female,between 6 and 12 months,"rental, hiring and real estate","managers - chief executives, general managers and legislators",between 20 and 199,couple with dependent children,metro,20%,20%,30%,30%,30%,yes,yes,30%,30%,yes,30%,4,3,4,4,somewhat positive,4,4,3,4,4,4,3,somewhat positive,my direct manger(s),somewhat likely,somewhat likely,somewhat likely,2.0,8.0,3.0,3.0,8.0,3.0,8.0,3.0,2.0,8.0,no,,stayed about the same,stayed about the same,somewhat improved,somewhat improved,somewhat improved,stayed about the same,stayed about the same,somewhat improved,stayed about the same,somewhat improved,somewhat improved,stayed about the same,somewhat improved,somewhat improved,stayed about the same,somewhat improved,3,4,4,yes,yes,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,im 30% more productive when working remotely,im 30% more productive when working remotely,,,,,,,38
1123,1976,female,between 1 and 5 years,"transport, postal and warehousing",managers - specialist managers,more than 200,couple with dependent children,metro,60%,60%,50% - i spent about half of my time remote working,70%,50% - about half of my time,no,yes,10%,20%,no,,4,4,4,4,somewhat negative,4,4,4,5,4,3,2,strongly positive,my direct manger(s),somewhat unlikely,somewhat likely,somewhat unlikely,0.5,10.0,2.0,3.5,8.0,0.0,12.0,2.0,2.0,8.0,no,,somewhat worsened,stayed about the same,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat improved,somewhat worsened,somewhat improved,somewhat improved,stayed about the same,somewhat improved,somewhat improved,significantly worsened,somewhat improved,somewhat worsened,4,5,4,yes,yes,4.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,im 20% more productive when working remotely,im 20% more productive when working remotely,difficulty collaborating with remote colleagues,lack of appropriate work and meeting spaces,lack of appropriate work and meeting spaces,lack of privacy,lack of privacy,interruptions,49
1124,1991,male,more than 5 years,"transport, postal and warehousing",managers - specialist managers,more than 200,single person,metro,less than 10% of my time,less than 10% of my time,30%,60%,50% - about half of my time,no,yes,less than 10% of my time,30%,yes,80%,3,2,1,4,neither positive nor negative,3,3,4,3,4,4,5,somewhat negative,my direct manger(s),very unlikely,very unlikely,somewhat unlikely,1.5,8.5,2.0,4.0,8.0,0.2,4.0,2.0,5.8,12.0,yes,0.02,stayed about the same,somewhat improved,somewhat improved,somewhat improved,somewhat worsened,significantly improved,stayed about the same,significantly worsened,somewhat improved,stayed about the same,significantly worsened,somewhat improved,somewhat worsened,stayed about the same,stayed about the same,stayed about the same,2,1,5,yes,yes,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,im 30% less productive when working remotely,im 30% less productive when working remotely,,,,,,,34
1125,1998,male,between 1 and 5 years,information media and telecommunications,"technicians and trades workers - engineering, ict and science technicians",between 20 and 199,couple with no dependent children,metro,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,100% - all of my time,100% - all of my time,yes,no,,,no,,5,5,5,5,strongly positive,5,4,5,5,5,5,5,strongly positive,they are about the same,very likely,very likely,very likely,2.0,7.0,5.0,3.0,7.0,0.0,7.0,5.0,5.0,7.0,no,,significantly improved,somewhat improved,somewhat improved,somewhat improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,5,5,5,yes,yes,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,im 30% more productive when working remotely,im 30% more productive when working remotely,,,,,,,27
